2.5 kn; 0 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
18,1.269,1.269,38.27,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1.32,1.32,35.363,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1.371,1.371,32.776,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1.422,1.422,30.463,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1.473,1.473,28.386,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1.524,1.524,26.514,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1.576,1.576,24.822,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1.627,1.627,23.286,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1.678,1.678,21.889,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1.729,1.729,20.614,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1.78,1.78,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1.831,1.831,18.377,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1.882,1.882,17.392,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1.933,1.933,16.485,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1.984,1.984,15.647,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2.036,2.036,14.871,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2.087,2.087,14.151,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2.138,2.138,13.483,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2.189,2.189,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2.24,2.24,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2.291,2.291,11.738,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2.342,2.342,11.232,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2.393,2.393,10.757,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2.444,2.444,10.312,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2.496,2.496,9.894,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2.547,2.547,9.501,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2.598,2.598,9.131,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2.649,2.649,8.782,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2.7,2.7,8.452,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2.751,2.751,8.141,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2.802,2.802,7.847,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2.853,2.853,7.568,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2.904,2.904,7.304,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2.956,2.956,7.054,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3.007,3.007,6.816,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3.058,3.058,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3.109,3.109,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3.16,3.16,6.171,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3.211,3.211,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3.262,3.262,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3.313,3.313,5.613,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3.364,3.364,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3.416,3.416,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3.467,3.467,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3.518,3.518,4.979,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3.569,3.569,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3.62,3.62,4.702,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3.671,3.671,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3.722,3.722,4.447,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3.773,3.773,4.328,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3.824,3.824,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3.876,3.876,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3.927,3.927,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3.978,3.978,3.894,0,0,0,0,0,0,0,0,0,0,0,0,0
72,4.029,4.029,3.796,0,0,0,0,0,0,0,0,0,0,0,0,0
73,4.08,4.08,3.702,0,0,0,0,0,0,0,0,0,0,0,0,0
74,4.131,4.131,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4.182,4.182,3.523,0,0,0,0,0,0,0,0,0,0,0,0,0
76,4.233,4.233,3.438,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4.284,4.284,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0
78,4.336,4.336,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0
79,4.387,4.387,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4.438,4.438,3.129,0,0,0,0,0,0,0,0,0,0,0,0,0
81,4.489,4.489,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4.54,4.54,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0
83,4.591,4.591,2.923,0,0,0,0,0,0,0,0,0,0,0,0,0
84,4.642,4.642,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4.693,4.693,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4.744,4.744,2.737,0,0,0,0,0,0,0,0,0,0,0,0,0
87,4.796,4.796,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4.847,4.847,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,4.898,4.898,2.569,0,0,0,0,0,0,0,0,0,0,0,0,0
90,4.949,4.949,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0
91,5,5,2.465,0,0,0,0,0,0,0,0,0,0,0,0,0
8 kn; 135 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
1,0.447,0.4,385.106,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.512,0.451,302.784,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.577,0.502,244.292,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.644,0.553,201.246,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.713,0.604,168.651,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.783,0.656,143.378,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.855,0.707,123.388,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.928,0.758,107.304,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.003,0.809,94.172,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1.079,0.86,83.311,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1.157,0.911,74.226,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1.237,0.962,66.55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.318,1.013,60.006,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1.401,1.064,54.382,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1.485,1.116,49.513,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.571,1.167,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1.658,1.218,41.549,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1.747,1.269,38.27,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1.837,1.32,35.363,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1.929,1.371,32.776,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2.022,1.422,30.463,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2.117,1.473,28.386,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2.214,1.524,26.514,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2.312,1.576,24.822,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2.412,1.627,23.286,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2.513,1.678,21.889,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2.616,1.729,20.614,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2.72,1.78,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2.826,1.831,18.377,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2.934,1.882,17.392,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3.043,1.933,16.485,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3.153,1.984,15.647,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3.265,2.036,14.871,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3.379,2.087,14.151,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3.494,2.138,13.483,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3.611,2.189,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3.729,2.24,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3.849,2.291,11.738,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3.97,2.342,11.232,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4.093,2.393,10.757,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4.218,2.444,10.312,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4.344,2.496,9.894,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4.471,2.547,9.501,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4.6,2.598,9.131,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4.731,2.649,8.782,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4.863,2.7,8.452,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4.997,2.751,8.141,0,0,0,0,0,0,0,0,0,0,0,0,0
48,5.132,2.802,7.847,0,0,0,0,0,0,0,0,0,0,0,0,0
49,5.269,2.853,7.568,0,0,0,0,0,0,0,0,0,0,0,0,0
50,5.408,2.904,7.304,0,0,0,0,0,0,0,0,0,0,0,0,0
51,5.548,2.956,7.054,0,0,0,0,0,0,0,0,0,0,0,0,0
52,5.689,3.007,6.816,0,0,0,0,0,0,0,0,0,0,0,0,0
53,5.832,3.058,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5.977,3.109,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6.123,3.16,6.171,0,0,0,0,0,0,0,0,0,0,0,0,0
56,6.271,3.211,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0
57,6.42,3.262,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6.571,3.313,5.613,0,0,0,0,0,0,0,0,0,0,0,0,0
59,6.724,3.364,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6.877,3.416,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0
61,7.033,3.467,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0
62,7.19,3.518,4.979,0,0,0,0,0,0,0,0,0,0,0,0,0
63,7.349,3.569,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0
64,7.509,3.62,4.702,0,0,0,0,0,0,0,0,0,0,0,0,0
65,7.67,3.671,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0
66,7.834,3.722,4.447,0,0,0,0,0,0,0,0,0,0,0,0,0
67,7.998,3.773,4.328,0,0,0,0,0,0,0,0,0,0,0,0,0
68,8.165,3.824,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0
69,8.333,3.876,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0
70,8.502,3.927,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0
71,8.673,3.978,3.894,0,0,0,0,0,0,0,0,0,0,0,0,0
72,8.846,4.029,3.796,0,0,0,0,0,0,0,0,0,0,0,0,0
73,9.02,4.08,3.702,0,0,0,0,0,0,0,0,0,0,0,0,0
74,9.195,4.131,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0
75,9.373,4.182,3.523,0,0,0,0,0,0,0,0,0,0,0,0,0
76,9.551,4.233,3.438,0,0,0,0,0,0,0,0,0,0,0,0,0
77,9.732,4.284,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0
78,9.914,4.336,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10.097,4.387,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10.282,4.438,3.129,0,0,0,0,0,0,0,0,0,0,0,0,0
81,10.468,4.489,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0
82,10.657,4.54,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10.846,4.591,2.923,0,0,0,0,0,0,0,0,0,0,0,0,0
84,11.037,4.642,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0
85,11.23,4.693,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0
86,11.424,4.744,2.737,0,0,0,0,0,0,0,0,0,0,0,0,0
87,11.62,4.796,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0
88,11.817,4.847,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,12.016,4.898,2.569,0,0,0,0,0,0,0,0,0,0,0,0,0
90,12.217,4.949,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0
91,12.419,5,2.465,0,0,0,0,0,0,0,0,0,0,0,0,0
8 kn; 180 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
1,0.467,0.4,385.106,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.537,0.451,302.784,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.608,0.502,244.292,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.682,0.553,201.246,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.758,0.604,168.651,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.836,0.656,143.378,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.916,0.707,123.388,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.999,0.758,107.304,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.083,0.809,94.172,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1.17,0.86,83.311,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1.259,0.911,74.226,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1.351,0.962,66.55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.444,1.013,60.006,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1.54,1.064,54.382,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1.638,1.116,49.513,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.738,1.167,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1.84,1.218,41.549,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1.945,1.269,38.27,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2.051,1.32,35.363,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2.16,1.371,32.776,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2.271,1.422,30.463,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2.384,1.473,28.386,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2.5,1.524,26.514,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2.617,1.576,24.822,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2.737,1.627,23.286,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2.859,1.678,21.889,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2.983,1.729,20.614,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3.11,1.78,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3.238,1.831,18.377,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3.369,1.882,17.392,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3.502,1.933,16.485,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3.637,1.984,15.647,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3.774,2.036,14.871,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3.914,2.087,14.151,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4.056,2.138,13.483,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4.2,2.189,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4.346,2.24,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0
38,4.494,2.291,11.738,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4.645,2.342,11.232,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4.797,2.393,10.757,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4.952,2.444,10.312,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5.109,2.496,9.894,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5.268,2.547,9.501,0,0,0,0,0,0,0,0,0,0,0,0,0
44,5.43,2.598,9.131,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5.594,2.649,8.782,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5.759,2.7,8.452,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5.927,2.751,8.141,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6.098,2.802,7.847,0,0,0,0,0,0,0,0,0,0,0,0,0
49,6.27,2.853,7.568,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6.445,2.904,7.304,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6.622,2.956,7.054,0,0,0,0,0,0,0,0,0,0,0,0,0
52,6.801,3.007,6.816,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6.982,3.058,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0
54,7.165,3.109,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7.351,3.16,6.171,0,0,0,0,0,0,0,0,0,0,0,0,0
56,7.538,3.211,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0
57,7.728,3.262,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
58,7.921,3.313,5.613,0,0,0,0,0,0,0,0,0,0,0,0,0
59,8.115,3.364,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0
60,8.311,3.416,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0
61,8.51,3.467,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0
62,8.711,3.518,4.979,0,0,0,0,0,0,0,0,0,0,0,0,0
63,8.914,3.569,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0
64,9.12,3.62,4.702,0,0,0,0,0,0,0,0,0,0,0,0,0
65,9.327,3.671,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0
66,9.537,3.722,4.447,0,0,0,0,0,0,0,0,0,0,0,0,0
67,9.749,3.773,4.328,0,0,0,0,0,0,0,0,0,0,0,0,0
68,9.963,3.824,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0
69,10.179,3.876,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0
70,10.397,3.927,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0
71,10.618,3.978,3.894,0,0,0,0,0,0,0,0,0,0,0,0,0
72,10.841,4.029,3.796,0,0,0,0,0,0,0,0,0,0,0,0,0
73,11.066,4.08,3.702,0,0,0,0,0,0,0,0,0,0,0,0,0
74,11.293,4.131,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0
75,11.523,4.182,3.523,0,0,0,0,0,0,0,0,0,0,0,0,0
76,11.754,4.233,3.438,0,0,0,0,0,0,0,0,0,0,0,0,0
77,11.988,4.284,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0
78,12.224,4.336,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0
79,12.462,4.387,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0
80,12.703,4.438,3.129,0,0,0,0,0,0,0,0,0,0,0,0,0
81,12.945,4.489,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0
82,13.19,4.54,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0
83,13.437,4.591,2.923,0,0,0,0,0,0,0,0,0,0,0,0,0
84,13.686,4.642,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0
85,13.938,4.693,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0
86,14.191,4.744,2.737,0,0,0,0,0,0,0,0,0,0,0,0,0
87,14.447,4.796,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0
88,14.705,4.847,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,14.965,4.898,2.569,0,0,0,0,0,0,0,0,0,0,0,0,0
90,15.227,4.949,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0
91,15.492,5,2.465,0,0,0,0,0,0,0,0,0,0,0,0,0
